gene,annotation,ensembl_gene_id,depmap,trct_ab,trct_sm,trct_om,lit_egfr,lit_nsclc,lit_egfr_norm,lit_nsclc_norm,lit_total,L2_egfr,L2_nsclc,n_neighbours,n_edges,degree,pagerank,betweenness,full_screen,KO_osi,KO_gefi,KO_all,A_osi,A_gefi,A_all,clin_ES1,clin_ES2,clin_ES3,RNAseq_adjpval,RNAseq_LFC
PUS1,pseudouridylate synthase 1,ENSG00000177192,nonessential,0,6,0,0,0,0.00,0.00,150,28.1,21.6,349,400,4,0.326782293,49.58072557,1,0,0,0,0,1,1,0,0,0,3.23E-08,-1
PUS7,pseudouridylate synthase 7 (putative),ENSG00000091127,nonessential,0,0,0,0,0,0.00,0.00,26,27.2,23.1,273,299,3,0.278694919,84.89838439,2,0,0,0,1,1,2,0,0,0,2.85E-15,-1.3
PXDNL,peroxidasin like,ENSG00000147485,nonessential,6,2,0,0,0,0.00,0.00,49,31.4,22.3,549,682,2,0.245129674,0,1,0,0,0,0,1,1,0,0,0,1,0
PXYLP1,2-phosphoxylose phosphatase 1,ENSG00000155893,nonessential,3,0,0,0,0,0.00,0.00,17,24.4,20.4,298,318,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,1,0
RAB27B,"RAB27B, member RAS oncogene family",ENSG00000041353,nonessential,5,6,0,0,0,0.00,0.00,439,21,20,495,695,10,0.743064902,984.4518151,1,0,0,0,1,0,1,0,0,0,0.004804528,0.6
RAB43,"RAB43, member RAS oncogene family",ENSG00000172780,nonessential,0,6,0,0,0,0.00,0.00,85,22.7,13.9,257,289,2,0.266124052,0,1,0,0,0,1,0,1,0,0,0,5.97E-10,1.2
RAB4A,"RAB4A, member RAS oncogene family",ENSG00000168118,essential,6,6,0,0,0,0.00,0.00,910,31.4,18.2,1007,1561,37,1.79593888,23432.30882,1,0,0,0,1,0,1,0,0,0,1,0
RABL2B,"RAB, member of RAS oncogene family like 2B",ENSG00000079974,nonessential,0,0,0,0,0,0.00,0.00,35,29.2,21.2,137,163,2,0.26934152,2146.527314,2,0,0,0,2,0,2,0,0,0,7.17E-13,0.8
RAD51AP2,RAD51 associated protein 2,ENSG00000214842,nonessential,0,0,0,0,0,0.00,0.00,10,27.2,18.5,201,209,1,0.188986438,0,1,0,0,0,1,0,1,0,0,0,1,0
RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1,ENSG00000174373,nonessential,0,0,0,0,0,0.00,0.00,66,26.9,17,416,483,3,0.289153941,30.34223266,1,0,0,0,1,0,1,0,0,0,1,0
RAPGEF1,Rap guanine nucleotide exchange factor 1,ENSG00000107263,nonessential,0,0,0,0,0,0.00,0.00,155,21.4,20.8,628,783,31,1.374790817,6201.613322,1,0,0,0,0,1,1,0,0,0,1,0
RAPH1,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1,ENSG00000173166,nonessential,6,0,0,0,0,0.00,0.00,179,26.7,20.8,459,563,5,0.38077793,61.76119238,1,0,0,0,0,1,1,0,0,0,1,0
RARRES1,retinoic acid receptor responder 1,ENSG00000118849,nonessential,3,0,0,0,0,0.00,0.00,207,26.2,16.4,591,854,0,0.15,0,1,0,0,0,1,0,1,0,0,0,6.92E-06,3.1
RASGRF2,Ras protein specific guanine nucleotide releasing factor 2,ENSG00000113319,nonessential,5,0,0,0,0,0.00,0.00,157,23.7,16.8,653,830,6,0.430855363,2548.25408,1,0,0,0,0,1,1,0,0,0,1,0
RASGRP1,RAS guanyl releasing protein 1,ENSG00000172575,nonessential,5,3,0,0,0,0.00,0.00,644,27.7,20.2,1163,1562,4,0.30039511,56.83309559,5,0,0,0,3,2,5,0,0,0,1,0
RASGRP3,RAS guanyl releasing protein 3,ENSG00000152689,nonessential,5,3,0,0,0,0.00,0.00,295,20.7,17.3,841,1113,10,0.564885573,1409.459464,5,0,0,0,3,2,5,0,0,0,1,0
RASGRP4,RAS guanyl releasing protein 4,ENSG00000171777,nonessential,5,0,0,0,0,0.00,0.00,64,24.8,19.3,502,575,2,0.227146806,1.446826221,1,0,0,0,0,1,1,0,0,0,1,0
RBBP8,"RB binding protein 8, endonuclease",ENSG00000101773,essential,0,0,0,0,0,0.00,0.00,449,31.6,19.4,922,1362,41,1.780558988,19412.88042,1,0,0,0,1,0,1,0,0,0,1.23E-06,-0.7
RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1,ENSG00000125826,nonessential,0,0,0,0,0,0.00,0.00,264,23.2,16.1,687,994,68,2.765936809,43818.82217,2,0,0,0,1,1,2,0,0,0,1,0
RBM20,RNA binding motif protein 20,ENSG00000203867,nonessential,0,0,0,0,0,0.00,0.00,264,25.3,21.1,453,561,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
RBM26,RNA binding motif protein 26,ENSG00000139746,nonessential,0,0,0,0,0,0.00,0.00,47,24,20.4,351,383,6,0.414499048,3183.8843,1,0,0,0,1,0,1,0,0,0,0.002779083,-0.3
RBM33,RNA binding motif protein 33,ENSG00000184863,nonessential,0,0,0,0,0,0.00,0.00,43,26.4,21.5,318,349,7,0.423255562,219.1947939,1,0,0,0,1,0,1,0,0,0,1,0
RCE1,Ras converting CAAX endopeptidase 1,ENSG00000173653,nonessential,3,3,0,0,0,0.00,0.00,203,22.6,19.4,415,494,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
RCOR2,REST corepressor 2,ENSG00000167771,nonessential,0,0,0,0,0,0.00,0.00,68,29.1,19,268,328,2,0.238692207,226.9627672,1,0,0,0,1,0,1,0,0,0,1,0
RDH12,retinol dehydrogenase 12 (all-trans/9-cis/11-cis),ENSG00000139988,nonessential,0,0,0,0,0,0.00,0.00,235,29,19.4,357,586,5,0.423838547,4383.383192,4,0,0,0,2,2,4,0,0,0,1,0
REEP3,receptor accessory protein 3,ENSG00000165476,nonessential,3,0,0,0,0,0.00,0.00,39,26.6,17.7,270,287,2,0.251812638,0,1,0,0,0,1,0,1,0,0,0,1,0
RFPL1,ret finger protein like 1,ENSG00000128250,nonessential,1,0,0,0,0,0.00,0.00,19,23.8,16.7,124,145,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
RGL3,ral guanine nucleotide dissociation stimulator like 3,ENSG00000205517,nonessential,0,0,0,0,0,0.00,0.00,155,23.8,21.4,249,282,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,5.61E-08,1.2
RHD,Rh blood group D antigen,ENSG00000187010,nonessential,8,0,8,0,0,0.00,0.00,1046,31.2,17.9,381,518,0,0.15,0,1,0,0,0,0,1,1,0,0,0,0.002184349,0.9
RHOC,ras homolog family member C,ENSG00000155366,nonessential,6,6,0,0,0,0.00,0.00,1306,29.4,22.4,974,1595,20,0.945411815,5724.308682,1,0,0,0,1,0,1,0,0,0,0.002581646,-0.3
RHOG,ras homolog family member G,ENSG00000177105,nonessential,6,0,0,0,0,0.00,0.00,571,25.4,18.5,670,1008,20,1.049160087,4003.970164,6,0,0,0,4,2,6,0,0,0,1,0
RHOJ,ras homolog family member J,ENSG00000126785,nonessential,6,0,0,0,0,0.00,0.00,145,21.7,21.7,412,571,21,1.020934962,3260.492243,1,0,0,0,0,1,1,0,0,0,1,0
RHOV,ras homolog family member V,ENSG00000104140,nonessential,5,0,0,0,0,0.00,0.00,138,22,19.6,255,359,2,0.248197282,559.962949,1,0,0,0,1,0,1,0,0,0,5.80E-04,1.7
RICTOR,RPTOR independent companion of MTOR complex 2,ENSG00000164327,nonessential,0,0,0,0,0,0.00,0.00,2334,31.7,23.7,1510,2371,26,1.237652338,14767.10957,1,0,0,0,0,1,1,0.53,0,0.65,1,0
RIN1,Ras and Rab interactor 1,ENSG00000174791,nonessential,5,0,0,0,0,0.00,0.00,122,22.4,21.4,434,607,18,0.860032509,4058.919816,1,0,0,0,1,0,1,0,0,0,0.001176023,-0.9
RMI1,RecQ mediated genome instability 1,ENSG00000178966,essential,0,6,0,0,0,0.00,0.00,369,24.5,17.4,463,612,14,0.772705614,564.2157862,1,0,0,0,1,0,1,0,0,0,2.80E-20,-1.6
RMND5A,required for meiotic nuclear division 5 homolog A,ENSG00000153561,nonessential,0,0,0,0,0,0.00,0.00,233,23.3,17.9,377,508,7,0.54063366,7594.629921,1,0,0,0,0,1,1,0,0,0,0.008779541,0.3
RNASEH2C,ribonuclease H2 subunit C,ENSG00000172922,nonessential,0,0,0,0,0,0.00,0.00,243,27.4,21.3,276,334,1,0.209855231,0,2,0,0,0,1,1,2,0,0,0,1,0
RNF112,ring finger protein 112,ENSG00000128482,nonessential,4,0,0,0,0,0.00,0.00,43,24.7,15.5,434,490,1,0.209855231,0,1,0,0,0,0,1,1,0,0,0,0.007346147,1.1
RNF113A,ring finger protein 113A,ENSG00000125352,essential,0,6,0,0,0,0.00,0.00,46,24.5,17.2,232,287,9,0.441666368,167.9457602,1,0,0,0,1,0,1,0,0,0,1,0
RNF13,ring finger protein 13,ENSG00000082996,nonessential,3,0,0,0,0,0.00,0.00,289,24.4,18.7,392,509,9,0.493985329,62.68365606,1,0,0,0,1,0,1,0,0,0,1.89E-05,0.5
RNF149,ring finger protein 149,ENSG00000163162,nonessential,3,0,0,0,0,0.00,0.00,21,25.5,19.4,366,423,61,1.578930834,399.0144876,1,0,0,0,1,0,1,0,0,0,0.001495584,0.3
RNF187,ring finger protein 187,ENSG00000168159,unknown,0,0,0,0,0,0.00,0.00,28,21.3,20.5,176,220,5,0.334661285,13.76298123,2,0,0,0,1,1,2,0,0,0,1.77E-06,0.4
RNF213,ring finger protein 213,ENSG00000173821,nonessential,0,0,0,0,0,0.00,0.00,427,25.2,17.5,1040,1251,9,0.5390727,3170.96931,1,0,0,0,0,1,1,0,0,0,2.40E-07,0.9
RNPS1,RNA binding protein with serine rich domain 1,ENSG00000205937,essential,0,0,0,0,0,0.00,0.00,180,29.3,14.2,1021,1445,134,5.355155029,94660.97819,1,0,0,0,0,1,1,0,0,0,2.11E-13,-0.6
ROR2,receptor tyrosine kinase like orphan receptor 2,ENSG00000169071,nonessential,5,5,0,0,0,0.00,0.00,1068,28,24.7,952,1479,16,0.90773621,10332.59769,2,0,0,0,1,1,2,0,0,0,1,0
RPL34,ribosomal protein L34,ENSG00000109475,essential,7,6,0,0,0,0.00,0.00,107,28.1,20.8,575,747,17,0.768783013,2113.406104,2,0,0,0,1,1,2,0,0,0,1,0
RPL9,ribosomal protein L9,ENSG00000163682,essential,7,6,0,0,0,0.00,0.00,278,22,19.5,747,1037,106,3.359271348,49803.43817,2,0,0,0,2,0,2,0,0,0,1,0
RPL9,ribosomal protein L9,ENSG00000273673,unknown,0,0,0,0,0,0.00,0.00,278,24.1,18.8,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0
RPRM,"reprimo, TP53 dependent G2 arrest mediator homolog",ENSG00000177519,nonessential,3,0,0,0,0,0.00,0.00,231,22,18.2,335,495,8,0.564663302,3633.894059,1,0,0,0,1,0,1,0,0,0,1,0
RPS19,ribosomal protein S19,ENSG00000105372,essential,7,6,0,0,0,0.00,0.00,741,28.7,16.4,1328,1874,100,3.14427219,12090.40248,1,0,0,0,1,0,1,0,0,0,1,0
RPS4Y1,"ribosomal protein S4, Y-linked 1",ENSG00000129824,unknown,7,6,0,0,0,0.00,0.00,212,26.5,14.4,2154,2250,5,0.361211408,186.1663143,1,0,0,0,1,0,1,0,0,0,1,0
RPS6KA4,ribosomal protein S6 kinase A4,ENSG00000162302,nonessential,0,3,0,0,0,0.00,0.00,309,27.6,21.8,1085,1294,8,0.454975348,97.11819994,2,0,0,0,1,1,2,0,0,0,4.04E-09,-0.8
RPS6KL1,ribosomal protein S6 kinase like 1,ENSG00000198208,nonessential,0,2,0,0,0,0.00,0.00,12,25.4,13.1,286,316,2,0.219432761,0,1,0,0,0,1,0,1,0,0,0,0.001331603,-0.8
RPUSD3,RNA pseudouridylate synthase domain containing 3,ENSG00000156990,essential,0,0,0,0,0,0.00,0.00,17,30,20.8,209,257,5,0.383133771,2341.317306,1,0,0,0,0,1,1,0,0,0,1,0
RRAGD,Ras related GTP binding D,ENSG00000025039,nonessential,0,6,0,0,0,0.00,0.00,148,22.9,14.5,500,635,7,0.567695136,5301.431305,2,1,0,1,1,0,1,0,0,0,1,0
RRP12,ribosomal RNA processing 12 homolog,ENSG00000052749,essential,5,0,0,0,0,0.00,0.00,23,29.2,16.2,600,691,17,0.757545735,422.2264309,1,0,0,0,0,1,1,0,0,0,7.31E-06,-0.7
RS1,retinoschisin 1,ENSG00000102104,nonessential,6,0,0,0,0,0.00,0.00,353,29.6,18,349,513,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1,0
RSF1,remodeling and spacing factor 1,ENSG00000048649,nonessential,0,0,0,0,0,0.00,0.00,244,29,22.3,517,683,9,0.489108497,146.0026174,2,0,0,0,1,1,2,0,0,0,1,0
RSPH10B,radial spoke head 10 homolog B,ENSG00000155026,nonessential,0,0,0,0,0,0.00,0.00,6,26.7,21.7,113,116,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
RSPH6A,radial spoke head 6 homolog A,ENSG00000104941,nonessential,0,0,0,0,0,0.00,0.00,98,31.1,19.9,249,263,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
RUFY1,RUN and FYVE domain containing 1,ENSG00000176783,nonessential,4,0,0,0,0,0.00,0.00,47,52.9,49.7,384,498,15,0.823354595,3200.60558,1,0,0,0,1,0,1,0,0,0,1.20E-07,0.3
S100A1,S100 calcium binding protein A1,ENSG00000160678,nonessential,5,6,0,0,0,0.00,0.00,984,35.5,24.4,846,1354,25,1.309847931,32434.21045,2,1,0,1,1,0,1,0,0,0,1,0
S100A12,S100 calcium binding protein A12,ENSG00000163221,nonessential,6,5,0,0,0,0.00,0.00,1322,42.4,28.6,1283,1940,2,0.238521592,2.078409445,2,0,0,0,1,1,2,0,0,0,1,0
S100A7A,S100 calcium binding protein A7A,ENSG00000184330,nonessential,0,0,0,0,0,0.00,0.00,101,23.9,18,196,258,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
S100A7L2,S100 calcium binding protein A7 like 2,ENSG00000197364,unknown,0,0,0,0,0,0.00,0.00,5,22.9,17.3,35,42,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
SAC3D1,SAC3 domain containing 1,ENSG00000168061,nonessential,0,0,0,0,0,0.00,0.00,48,20.8,18.1,232,259,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
SAMD1,sterile alpha motif domain containing 1,ENSG00000141858,unknown,6,0,0,0,0,0.00,0.00,28,24.5,21.4,179,212,0,0.15,0,2,0,0,0,1,1,2,0,0,0,2.20E-05,-0.5
SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,ENSG00000101347,nonessential,5,6,0,0,0,0.00,0.00,1476,29.3,23.2,839,1281,12,0.628600252,873.1964395,1,0,0,0,1,0,1,0,0,0,1,0
SARM1,sterile alpha and TIR motif containing 1,ENSG00000004139,unknown,0,6,0,0,0,0.00,0.00,285,29.3,19.4,3130,3303,9,0.598501502,3209.413439,1,0,0,0,1,0,1,0,0,0,1.75E-07,1.8
SATB1,SATB homeobox 1,ENSG00000182568,nonessential,0,0,0,0,0,0.00,0.00,964,20,16.4,2001,2809,29,1.160056036,2009.672531,1,0,0,0,1,0,1,0,0,0,1,0
SBDS,"SBDS, ribosome maturation factor",ENSG00000126524,essential,0,0,0,0,0,0.00,0.00,262,35.6,23,689,982,8,0.483600003,208.1406907,1,0,0,0,1,0,1,0,0,0,7.51E-08,-0.6
SCAF4,SR-related CTD associated factor 4,ENSG00000156304,nonessential,0,0,0,0,0,0.00,0.00,28,28,21.6,355,374,5,0.357626457,16.57282712,1,0,0,0,0,1,1,0,0,0,1.33E-12,-0.5
SCEL,sciellin,ENSG00000136155,nonessential,5,0,0,0,0,0.00,0.00,93,20.7,15.7,267,328,9,0.518073819,1961.99265,1,0,0,0,0,1,1,0,0,0,1,0
SCMH1,sex comb on midleg homolog 1 (Drosophila),ENSG00000010803,nonessential,0,0,0,0,0,0.00,0.00,60,26.7,16.4,380,478,18,0.962961723,4556.449358,1,0,0,0,0,1,1,0,0,0,1,0
SCML1,sex comb on midleg like 1 (Drosophila),ENSG00000047634,nonessential,0,0,0,0,0,0.00,0.00,32,30,18.7,202,234,0,0.15,0,1,0,0,0,0,1,1,0,0,0,3.97E-07,-0.7
SCML4,sex comb on midleg like 4 (Drosophila),ENSG00000146285,nonessential,0,0,0,0,0,0.00,0.00,17,23.2,17.2,198,204,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
SCN10A,sodium voltage-gated channel alpha subunit 10,ENSG00000185313,nonessential,4,9,0,0,0,0.00,0.00,1233,32.3,24.6,9667,10224,2,0.240349062,59.01806084,1,0,0,0,0,1,1,0,0,0,1,0
SCNM1,sodium channel modifier 1,ENSG00000163156,essential,0,0,0,0,0,0.00,0.00,24,27.5,15.6,588,707,42,1.771317526,8045.119041,1,0,0,0,1,0,1,0,0,0,1,0
SCRT1,scratch family transcriptional repressor 1,ENSG00000261678,nonessential,0,0,0,0,0,0.00,0.00,29,25.6,18,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
SEC61B,Sec61 translocon beta subunit,ENSG00000106803,essential,3,0,0,0,0,0.00,0.00,103,23.5,18.1,490,641,24,1.223140821,4782.392909,1,0,0,0,0,1,1,0,0,0,0.00608566,-0.2
SECISBP2L,SECIS binding protein 2 like,ENSG00000138593,nonessential,0,0,0,0,0,0.00,0.00,14,23,18.9,280,310,5,0.3766904,85.02029552,1,0,0,0,1,0,1,0,0,0,2.55E-11,0.8
SEMA6C,semaphorin 6C,ENSG00000143434,nonessential,4,0,0,0,0,0.00,0.00,55,22.5,16.4,341,367,0,0.15,0,1,0,0,0,1,0,1,0,0,0,3.13E-08,1.6
SEMG2,semenogelin II,ENSG00000124157,nonessential,4,0,0,0,0,0.00,0.00,99,32.4,22.8,357,547,10,0.644718677,5188.50435,1,0,0,0,1,0,1,0,0,0,1,0
Sep-02,NA,ENSG00000168385,unknown,5,6,0,0,0,0.00,0.00,0,26,16.3,658,869,34,1.6296382,17679.05941,1,0,0,0,1,0,1,0,0,0,1,0
SERPINF1,serpin family F member 1,ENSG00000132386,nonessential,6,0,0,0,0,0.00,0.00,2486,33.9,22.8,1749,3281,6,0.428249922,1601.070273,1,0,0,0,1,0,1,0,0,0,1,0
SESN1,sestrin 1,ENSG00000080546,nonessential,0,0,0,0,0,0.00,0.00,330,29.8,17.7,969,1210,2,0.245873844,0,1,0,0,0,1,0,1,0,0,0,1,0
SETD2,SET domain containing 2,ENSG00000181555,essential,0,6,0,0,0,0.00,0.00,1674,29.8,23,1428,2013,18,0.750503954,2309.404538,1,0,0,0,0,1,1,0.25,0,0.22,1,0
SETD3,SET domain containing 3,ENSG00000183576,nonessential,0,6,0,0,0,0.00,0.00,85,26.9,19.6,385,469,6,0.416091088,688.6619678,2,0,0,0,1,1,2,0,0,0,1.24E-08,-0.4
SETD5,SET domain containing 5,ENSG00000168137,nonessential,0,0,0,0,0,0.00,0.00,107,26.7,19,574,709,7,0.417828781,312.8594581,1,0,0,0,0,1,1,0,0,0,1,0
SF3A3,splicing factor 3a subunit 3,ENSG00000183431,essential,0,6,0,0,0,0.00,0.00,99,26.7,16.6,536,703,29,1.180846324,11852.49627,2,0,0,0,1,1,2,0,0,0,1.02E-10,-0.8
SFTPB,surfactant protein B,ENSG00000168878,nonessential,5,0,0,0,0,0.00,0.00,1362,26.5,19.4,872,1402,1,0.25065695,0,1,0,0,0,0,1,1,0,0,0,1,0
SFXN1,sideroflexin 1,ENSG00000164466,nonessential,3,0,0,0,0,0.00,0.00,58,27.5,19.9,598,690,14,0.668603956,408.5476552,1,0,0,0,0,1,1,0,0,0,1.34E-11,-1.1
SGTB,small glutamine rich tetratricopeptide repeat containing beta,ENSG00000197860,nonessential,0,0,0,0,0,0.00,0.00,127,28,20.2,287,350,10,0.798418384,33918.72845,1,0,0,0,1,0,1,0,0,0,1,0
SH3KBP1,SH3 domain containing kinase binding protein 1,ENSG00000147010,nonessential,5,0,0,0,0,0.00,0.00,171,20.2,17.5,817,1319,81,3.423946554,56058.65728,2,0,0,0,2,0,2,0,0,0,7.23E-07,-1
SH3YL1,SH3 and SYLF domain containing 1,ENSG00000035115,nonessential,0,0,0,0,0,0.00,0.00,33,21.4,20,285,335,7,0.432681053,117.584328,1,0,0,0,1,0,1,0,0,0,4.85E-04,0.5
SI,sucrase-isomaltase,ENSG00000090402,nonessential,5,8,0,0,0,0.00,0.00,3397,27.1,21.1,1538,2369,1,0.18983445,0,2,0,0,0,1,1,2,0,0,0,1,0
SIGLEC15,sialic acid binding Ig like lectin 15,ENSG00000197046,nonessential,5,0,0,0,0,0.00,0.00,127,23.7,20.1,148,193,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
SIRT2,sirtuin 2,ENSG00000068903,nonessential,5,6,0,0,0,0.00,0.00,2446,36.9,26.6,2728,4233,39,1.601141535,12806.03836,3,0,0,0,1,2,3,0,0,0,1.48E-16,0.8
SKIDA1,SKI/DACH domain containing 1,ENSG00000180592,nonessential,0,0,0,0,0,0.00,0.00,26,28.3,21.9,217,222,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
SLAMF8,SLAM family member 8,ENSG00000158714,nonessential,3,0,0,0,0,0.00,0.00,57,26.4,18.3,215,266,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
SLC10A7,solute carrier family 10 member 7,ENSG00000120519,nonessential,6,0,0,0,0,0.00,0.00,31,27.8,18.9,275,309,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
SLC11A2,solute carrier family 11 member 2,ENSG00000110911,nonessential,6,3,0,0,0,0.00,0.00,1165,33.3,25.9,1204,1745,7,0.483341544,24.14542685,1,0,0,0,1,0,1,0,0,0,0.002209302,0.4
SLC16A14,solute carrier family 16 member 14,ENSG00000163053,nonessential,4,0,0,0,0,0.00,0.00,47,25.3,18.4,293,344,0,0.15,0,1,0,0,0,1,0,1,0,0,0,1,0
SLC19A2,solute carrier family 19 member 2,ENSG00000117479,nonessential,6,0,0,0,0,0.00,0.00,436,36.7,25.7,571,757,2,0.263502642,0,1,0,0,0,1,0,1,0,0,0,1,0
SLC1A4,solute carrier family 1 member 4,ENSG00000115902,nonessential,5,0,0,0,0,0.00,0.00,287,24.3,17,1744,1953,2,0.303208758,7677.65657,1,0,0,0,1,0,1,0,0,0,1,0
SLC22A12,solute carrier family 22 member 12,ENSG00000197891,nonessential,6,9,0,0,0,0.00,0.00,633,32.5,23.3,2168,2855,1,0.224053898,0,3,0,0,0,1,2,3,0,0,0,1,0
SLC22A7,solute carrier family 22 member 7,ENSG00000137204,nonessential,6,2,0,0,0,0.00,0.00,310,25.7,21.6,687,1078,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
SLC25A1,solute carrier family 25 member 1,ENSG00000100075,nonessential,3,0,0,0,0,0.00,0.00,209,23.9,16.5,886,988,12,0.630496651,4225.235335,2,0,0,0,1,1,2,0,0,0,1,0
SLC25A13,solute carrier family 25 member 13,ENSG00000004864,nonessential,3,0,0,0,0,0.00,0.00,369,28.3,19.8,958,1170,67,2.139332671,7969.895822,3,0,0,0,2,1,3,0,0,0,5.70E-08,-0.7
SLC25A29,solute carrier family 25 member 29,ENSG00000197119,nonessential,3,0,0,0,0,0.00,0.00,35,27.5,21.3,230,264,0,0.15,0,1,0,0,0,0,1,1,0,0,0,4.78E-10,1.4
SLC25A40,solute carrier family 25 member 40,ENSG00000075303,nonessential,3,0,0,0,0,0.00,0.00,395,29.1,21.8,303,436,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
SLC25A42,solute carrier family 25 member 42,ENSG00000181035,nonessential,3,0,0,0,0,0.00,0.00,26,30.4,24.2,242,270,0,0.15,0,2,0,0,0,1,1,2,0,0,0,1.05E-06,0.8
SLC28A2,solute carrier family 28 member 2,ENSG00000137860,nonessential,5,3,0,0,0,0.00,0.00,274,23.1,21,537,810,0,0.15,0,1,0,0,0,0,1,1,0,0,0,1,0
SLC29A2,solute carrier family 29 member 2,ENSG00000174669,nonessential,6,2,0,0,0,0.00,0.00,139,27,20,1246,1349,3,0.332479256,762.2658511,1,0,0,0,1,0,1,0,0,0,1,0
SLC30A2,solute carrier family 30 member 2,ENSG00000158014,nonessential,3,0,0,0,0,0.00,0.00,198,24.1,18.7,339,454,8,0.660391688,3680.873898,2,0,0,0,1,1,2,0,0,0,1,0
SLC33A1,solute carrier family 33 member 1,ENSG00000169359,nonessential,3,0,0,0,0,0.00,0.00,69,24.6,18.6,868,923,2,0.252279781,0,1,0,0,0,1,0,1,0,0,0,1,0
SLC35B4,solute carrier family 35 member B4,ENSG00000205060,nonessential,3,0,0,0,0,0.00,0.00,33,23,18.9,260,336,1,0.215518474,0,1,0,0,0,1,0,1,0,0,0,3.37E-09,-0.9
SLC35E2B,solute carrier family 35 member E2B,ENSG00000189339,nonessential,3,0,0,0,0,0.00,0.00,4,26,21.3,210,223,0,0.15,0,1,0,0,0,1,0,1,0,0,0,4.86E-19,1.3
SLC35F6,solute carrier family 35 member F6,ENSG00000213699,nonessential,3,0,0,0,0,0.00,0.00,14,21.1,19.1,256,302,15,0.973939241,48311.63253,1,0,0,0,1,0,1,0,0,0,1,0
SLC43A1,solute carrier family 43 member 1,ENSG00000149150,nonessential,5,0,0,0,0,0.00,0.00,49,23.3,16.2,319,374,1,0.209855231,0,2,0,0,0,1,1,2,0,0,0,1,0
SLC44A2,solute carrier family 44 member 2,ENSG00000129353,nonessential,5,0,0,0,0,0.00,0.00,210,29.5,19.4,374,460,1,0.209855231,0,1,0,0,0,0,1,1,0,0,0,5.64E-09,1
SLC4A1,solute carrier family 4 member 1 (Diego blood group),ENSG00000004939,nonessential,6,6,0,0,0,0.00,0.00,797,32.8,21.5,956,1298,15,0.842681045,4142.931867,1,0,0,0,0,1,1,0,0,0,1,0
SLC5A1,solute carrier family 5 member 1,ENSG00000100170,nonessential,5,8,0,0,0,0.00,0.00,448,24.4,19.5,3491,4683,4,0.29485542,14.62022345,1,0,0,0,1,0,1,0,0,0,1,0
SLC8B1,solute carrier family 8 member B1,ENSG00000089060,nonessential,5,0,0,0,0,0.00,0.00,33,27.1,18.8,364,396,1,0.209855231,0,1,0,0,0,1,0,1,0,0,0,2.60E-11,0.7
SLC9A2,solute carrier family 9 member A2,ENSG00000115616,nonessential,5,3,0,0,0,0.00,0.00,362,24.6,20.7,575,813,10,0.615622027,13421.24754,2,0,0,0,1,1,2,0,0,0,1,0
SLC9A9,solute carrier family 9 member A9,ENSG00000181804,nonessential,3,0,0,0,0,0.00,0.00,141,23.1,18.9,600,726,0,0.15,0,1,0,0,0,1,0,1,0,0,0,0.003810782,1.6
SLCO5A1,solute carrier organic anion transporter family member 5A1,ENSG00000137571,nonessential,5,0,0,0,0,0.00,0.00,50,22.5,17.9,331,360,1,0.183310112,0,1,0,0,0,1,0,1,0,0,0,1,0
SMAD6,SMAD family member 6,ENSG00000137834,nonessential,0,0,0,0,0,0.00,0.00,678,17.3,16.3,852,1395,29,1.26791234,6567.235291,1,0,0,0,1,0,1,0,0,0,1,0
SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",ENSG00000099956,unknown,0,0,0,0,0,0.00,0.00,2146,33.2,22.8,2276,3360,86,3.291892149,86371.66272,4,1,2,3,0,1,1,0,0,0,1,0
SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",ENSG00000275837,essential,0,0,0,0,0,0.00,0.00,2146,52.9,49.7,0,0,0,0,0,4,1,2,3,0,1,1,0,0,0,1,0
